('g, kappa --> ', 14.0, 0.4)
('l, Teff_keV --> ', 0.001, 0.29233409418727835)
('l, Teff_keV --> ', 0.003, 0.3847333044598832)
('l, Teff_keV --> ', 0.01, 0.5198517005456161)
('l, Teff_keV --> ', 0.03, 0.6841633136772465)
('l, Teff_keV --> ', 0.05, 0.777359606826666)
('l, Teff_keV --> ', 0.07, 0.8455785916662352)
('l, Teff_keV --> ', 0.1, 0.9244415753539891)
('l, Teff_keV --> ', 0.15, 1.0230627772635421)
('l, Teff_keV --> ', 0.2, 1.0993524988152878)
('l, Teff_keV --> ', 0.3, 1.2166335338162484)
('l, Teff_keV --> ', 0.4, 1.3073578134871608)
('l, Teff_keV --> ', 0.5, 1.3823625830158126)
('l, Teff_keV --> ', 0.6, 1.4468292547651864)
('l, Teff_keV --> ', 0.7, 1.5036749991297762)
('l, Teff_keV --> ', 0.75, 1.5298356770938346)
('l, Teff_keV --> ', 0.8, 1.554719213653332)
('l, Teff_keV --> ', 0.85, 1.5784622518342781)
('l, Teff_keV --> ', 0.9, 1.601179777142122)
('l, Teff_keV --> ', 0.95, 1.6229695447359085)
('l, Teff_keV --> ', 0.98, 1.635633466058643)
('g, kappa --> ', 14.3, 0.4)
('l, Teff_keV --> ', 0.001, 0.3474397220973636)
('l, Teff_keV --> ', 0.003, 0.457256389319776)
('l, Teff_keV --> ', 0.01, 0.6178449040353869)
('l, Teff_keV --> ', 0.03, 0.8131296222360993)
('l, Teff_keV --> ', 0.05, 0.923893624233058)
('l, Teff_keV --> ', 0.07, 1.0049720396683781)
('l, Teff_keV --> ', 0.1, 1.0987008714436028)
('l, Teff_keV --> ', 0.15, 1.2159123895856225)
('l, Teff_keV --> ', 0.2, 1.3065828935804225)
('l, Teff_keV --> ', 0.3, 1.4459716649151828)
('l, Teff_keV --> ', 0.4, 1.5537976733866814)
('l, Teff_keV --> ', 0.5, 1.6429410090398842)
('l, Teff_keV --> ', 0.6, 1.719559792009466)
('l, Teff_keV --> ', 0.7, 1.7871210858070965)
('l, Teff_keV --> ', 0.75, 1.8182131098386427)
('l, Teff_keV --> ', 0.8, 1.847787248466116)
('l, Teff_keV --> ', 0.85, 1.8760059022302924)
('l, Teff_keV --> ', 0.9, 1.9030057316605213)
('l, Teff_keV --> ', 0.95, 1.928902918981072)
('l, Teff_keV --> ', 0.98, 1.9439540176812289)
('g, kappa --> ', 14.6, 0.4)
('l, Teff_keV --> ', 0.001, 0.41293288361281505)
('l, Teff_keV --> ', 0.003, 0.543450237216362)
('l, Teff_keV --> ', 0.01, 0.734310044656668)
('l, Teff_keV --> ', 0.03, 0.9664063672226249)
('l, Teff_keV --> ', 0.05, 1.0980496303158482)
