('index, log g = ', 14.0, 1.0)
('index, log g = ', 14.001, 1.0023052380778985)
('index, log g = ', 14.002, 1.0046157902783968)
('index, log g = ', 14.003, 1.0069316688518044)
('index, log g = ', 14.004, 1.0092528860766834)
('index, log g = ', 14.005, 1.0115794542599004)
('index, log g = ', 14.006, 1.01391138573668)
('index, log g = ', 14.007, 1.0162486928706949)
('index, log g = ', 14.008, 1.0185913880541149)
('index, log g = ', 14.009, 1.0209394837076808)
('index, log g = ', 14.01, 1.0232929922807537)
('index, log g = ', 14.011, 1.0256519262514059)
('index, log g = ', 14.012, 1.0280162981264744)
('index, log g = ', 14.013, 1.030386120441616)
('index, log g = ', 14.014, 1.0327614057613959)
('index, log g = ', 14.015, 1.0351421666793452)
('index, log g = ', 14.016, 1.0375284158180127)
('index, log g = ', 14.017, 1.039920165829058)
('index, log g = ', 14.018, 1.0423174293933057)
('index, log g = ', 14.019, 1.0447202192208003)
('index, log g = ', 14.02, 1.0471285480508985)
('index, log g = ', 14.021, 1.0495424286523243)
('index, log g = ', 14.022, 1.0519618738232235)
('index, log g = ', 14.023, 1.0543868963912582)
('index, log g = ', 14.024, 1.0568175092136565)
('index, log g = ', 14.025, 1.0592537251772898)
('index, log g = ', 14.026, 1.0616955571987243)
('index, log g = ', 14.027, 1.0641430182243141)
('index, log g = ', 14.028, 1.0665961212302588)
('index, log g = ', 14.029, 1.0690548792226577)
('index, log g = ', 14.03, 1.0715193052376049)
('index, log g = ', 14.031, 1.0739894123412463)
('index, log g = ', 14.032, 1.076465213629835)
('index, log g = ', 14.033, 1.0789467222298275)
('index, log g = ', 14.034, 1.0814339512979396)
('index, log g = ', 14.035, 1.083926914021204)
('index, log g = ', 14.036, 1.0864256236170646)
('index, log g = ', 14.037, 1.0889300933334354)
('index, log g = ', 14.038, 1.0914403364487573)
('index, log g = ', 14.039, 1.093956366272093)
('index, log g = ', 14.04, 1.0964781961431829)
('index, log g = ', 14.041, 1.099005839432522)
('index, log g = ', 14.042, 1.1015393095414145)
('index, log g = ', 14.043, 1.1040786199020713)
('index, log g = ', 14.044, 1.1066237839776676)
('index, log g = ', 14.045, 1.109174815262401)
('index, log g = ', 14.046, 1.1117317272815896)
('index, log g = ', 14.047, 1.1142945335917316)
('index, log g = ', 14.048, 1.1168632477805613)
('index, log g = ', 14.049, 1.1194378834671501)
('index, log g = ', 14.05, 1.1220184543019653)
('index, log g = ', 14.051, 1.1246049739669268)
('index, log g = ', 14.052, 1.1271974561755094)
('index, log g = ', 14.053, 1.1297959146728)
('index, log g = ', 14.054, 1.1324003632355577)
('index, log g = ', 14.055, 1.1350108156723144)
('index, log g = ', 14.056, 1.1376272858234286)
('index, log g = ', 14.057, 1.1402497875611697)
('index, log g = ', 14.058, 1.1428783347897713)
('index, log g = ', 14.059, 1.1455129414455338)
('index, log g = ', 14.06, 1.1481536214968842)
('index, log g = ', 14.061, 1.1508003889444356)
('index, log g = ', 14.062, 1.1534532578210905)
('index, log g = ', 14.063, 1.1561122421921004)
('index, log g = ', 14.064, 1.1587773561551262)
('index, log g = ', 14.065, 1.1614486138403415)
('index, log g = ', 14.066, 1.1641260294104934)
('index, log g = ', 14.067, 1.166809617060963)
('index, log g = ', 14.068, 1.16949939101987)
('index, log g = ', 14.069, 1.1721953655481328)
('index, log g = ', 14.07, 1.1748975549395304)
('index, log g = ', 14.071, 1.1776059735208066)
('index, log g = ', 14.072, 1.1803206356517273)
('index, log g = ', 14.073, 1.1830415557251657)
('index, log g = ', 14.074, 1.1857687481671597)
('index, log g = ', 14.075, 1.1885022274370165)
('index, log g = ', 14.076, 1.1912420080273762)
('index, log g = ', 14.077, 1.193988104464273)
('index, log g = ', 14.078, 1.196740531307242)
('index, log g = ', 14.079, 1.1994993031493806)
('index, log g = ', 14.08, 1.2022644346174132)
('index, log g = ', 14.081, 1.205035940371796)
('index, log g = ', 14.082, 1.2078138351067822)
('index, log g = ', 14.083, 1.210598133550483)
('index, log g = ', 14.084, 1.2133888504649764)
('index, log g = ', 14.085, 1.2161860006463703)
('index, log g = ', 14.086, 1.2189895989248674)
('index, log g = ', 14.087, 1.221799660164871)
('index, log g = ', 14.088, 1.2246161992650464)
('index, log g = ', 14.089, 1.2274392311584084)
('index, log g = ', 14.09, 1.2302687708123812)
('index, log g = ', 14.091, 1.233104833228907)
('index, log g = ', 14.092, 1.235947433444512)
('index, log g = ', 14.093, 1.2387965865303692)
('index, log g = ', 14.094, 1.2416523075924093)
('index, log g = ', 14.095, 1.2445146117713868)
('index, log g = ', 14.096, 1.2473835142429432)
('index, log g = ', 14.097, 1.2502590302177188)
('index, log g = ', 14.098, 1.253141174941418)
('index, log g = ', 14.099, 1.2560299636948755)
('index, log g = ', 14.1, 1.2589254117941662)
('index, log g = ', 14.101, 1.261827534590673)
('index, log g = ', 14.102, 1.2647363474711522)
('index, log g = ', 14.103, 1.2676518658578448)
('index, log g = ', 14.104, 1.2705741052085393)
('index, log g = ', 14.105, 1.273503081016663)
('index, log g = ', 14.106, 1.2764388088113434)
('index, log g = ', 14.107, 1.2793813041575226)
('index, log g = ', 14.108, 1.2823305826560232)
('index, log g = ', 14.109, 1.2852866599436155)
('index, log g = ', 14.11, 1.2882495516931323)
('index, log g = ', 14.111, 1.2912192736135362)
('index, log g = ', 14.112, 1.2941958414499863)
('index, log g = ', 14.113, 1.2971792709839545)
('index, log g = ', 14.114, 1.3001695780332927)
('index, log g = ', 14.115, 1.3031667784523)
('index, log g = ', 14.116, 1.3061708881318406)
('index, log g = ', 14.117, 1.3091819229994097)
('index, log g = ', 14.118, 1.3121998990192043)
('index, log g = ', 14.119, 1.3152248321922377)
('index, log g = ', 14.12, 1.3182567385564048)
('index, log g = ', 14.121, 1.3212956341865765)
('index, log g = ', 14.122, 1.3243415351946644)
('index, log g = ', 14.123, 1.3273944577297374)
('index, log g = ', 14.124, 1.3304544179780928)
('index, log g = ', 14.125, 1.333521432163324)
('index, log g = ', 14.126, 1.3365955165464405)
('index, log g = ', 14.127, 1.3396766874259372)
('index, log g = ', 14.128, 1.3427649611378643)
('index, log g = ', 14.129, 1.3458603540559468)
('index, log g = ', 14.13, 1.3489628825916562)
('index, log g = ', 14.131, 1.352072563194278)
('index, log g = ', 14.132, 1.355189412351035)
('index, log g = ', 14.133, 1.3583134465871514)
('index, log g = ', 14.134, 1.3614446824659512)
('index, log g = ', 14.135, 1.3645831365889238)
('index, log g = ', 14.136, 1.3677288255958466)
('index, log g = ', 14.137, 1.370881766164855)
('index, log g = ', 14.138, 1.3740419750125148)
('index, log g = ', 14.139, 1.3772094688939445)
('index, log g = ', 14.14, 1.3803842646028868)
('index, log g = ', 14.141, 1.383566378971781)
('index, log g = ', 14.142, 1.3867558288718866)
('index, log g = ', 14.143, 1.3899526312133554)
('index, log g = ', 14.144, 1.3931568029453036)
('index, log g = ', 14.145, 1.3963683610559363)
('index, log g = ', 14.146, 1.3995873225726205)
('index, log g = ', 14.147, 1.4028137045619589)
('index, log g = ', 14.148, 1.4060475241299129)
('index, log g = ', 14.149, 1.4092887984218718)
('index, log g = ', 14.15, 1.4125375446227553)
('index, log g = ', 14.151, 1.415793779957081)
('index, log g = ', 14.152, 1.4190575216890897)
('index, log g = ', 14.153, 1.4223287871228212)
('index, log g = ', 14.154, 1.425607593602188)
('index, log g = ', 14.155, 1.4288939585111007)
('index, log g = ', 14.156, 1.4321878992735453)
('index, log g = ', 14.157, 1.4354894333536559)
('index, log g = ', 14.158, 1.4387985782558437)
('index, log g = ', 14.159, 1.442115351524871)
('index, log g = ', 14.16, 1.445439770745928)
('index, log g = ', 14.161, 1.4487718535447602)
('index, log g = ', 14.162, 1.452111617587745)
('index, log g = ', 14.163, 1.455459080581967)
('index, log g = ', 14.164, 1.4588142602753476)
('index, log g = ', 14.165, 1.4621771744567154)
('index, log g = ', 14.166, 1.4655478409559128)
('index, log g = ', 14.167, 1.4689262776438663)
('index, log g = ', 14.168, 1.4723125024327162)
