3.101979e+00 3.110123e+23
3.223749e+00 3.204334e+23
3.350299e+00 3.298739e+23
3.481818e+00 3.393107e+23
3.618499e+00 3.486859e+23
3.760545e+00 3.579393e+23
3.908168e+00 3.670109e+23
4.061586e+00 3.758271e+23
4.221026e+00 3.842922e+23
4.386726e+00 3.923206e+23
4.558930e+00 3.998038e+23
4.737894e+00 4.066314e+23
4.923883e+00 4.126897e+23
5.117173e+00 4.178688e+23
5.318051e+00 4.220873e+23
5.526815e+00 4.251935e+23
5.743774e+00 4.270416e+23
5.969250e+00 4.275080e+23
6.203577e+00 4.264743e+23
6.447102e+00 4.238044e+23
6.700188e+00 4.192058e+23
6.963208e+00 4.135756e+23
7.236553e+00 4.062699e+23
7.520629e+00 3.970610e+23
7.815857e+00 3.859746e+23
8.122673e+00 3.729830e+23
8.441534e+00 3.589668e+23
8.772913e+00 3.432951e+23
9.117300e+00 3.262109e+23
9.475205e+00 3.080244e+23
9.847161e+00 2.890177e+23
1.023372e+01 2.693036e+23
1.063545e+01 2.491514e+23
1.105295e+01 2.287729e+23
1.148684e+01 2.083821e+23
1.193777e+01 1.882273e+23
1.240639e+01 1.685294e+23
1.289341e+01 1.495178e+23
1.339955e+01 1.313870e+23
1.392556e+01 1.143127e+23
1.447222e+01 9.843749e+22
1.504034e+01 8.387446e+22
1.563075e+01 7.067587e+22
1.624435e+01 5.886453e+22
1.688203e+01 4.843286e+22
1.754475e+01 3.935010e+22
1.823348e+01 3.155339e+22
1.894925e+01 2.495948e+22
1.969311e+01 1.946684e+22
