    1.2535E-03   6.7572E+16   1.2317E+17   2.2850E+17   3.2684E+17   3.7344E+17   4.0755E+17   4.4437E+17   4.9413E+17   5.3069E+17   5.8927E+17   6.4384E+17   6.9345E+17   7.3906E+17   7.9147E+17   8.1202E+17   8.4925E+17   8.7308E+17   9.2007E+17   9.6889E+17   9.4692E+17
    1.3127E-03   7.3268E+16   1.3270E+17   2.4848E+17   3.5753E+17   4.0900E+17   4.4663E+17   4.8712E+17   5.4184E+17   5.8191E+17   6.4617E+17   7.0598E+17   7.6048E+17   8.1053E+17   8.6780E+17   8.9082E+17   9.3110E+17   9.5743E+17   1.0089E+18   1.0626E+18   1.0386E+18
    1.3748E-03   7.9467E+16   1.4295E+17   2.7012E+17   3.9105E+17   4.4792E+17   4.8943E+17   5.3396E+17   5.9412E+17   6.3806E+17   7.0857E+17   7.7412E+17   8.3396E+17   8.8892E+17   9.5148E+17   9.7728E+17   1.0208E+18   1.0499E+18   1.1062E+18   1.1653E+18   1.1393E+18
    1.4398E-03   8.6216E+16   1.5399E+17   2.9356E+17   4.2765E+17   4.9052E+17   5.3630E+17   5.8530E+17   6.5142E+17   6.9958E+17   7.7698E+17   8.4881E+17   9.1452E+17   9.7491E+17   1.0432E+18   1.0721E+18   1.1192E+18   1.1514E+18   1.2129E+18   1.2780E+18   1.2496E+18
    1.5079E-03   9.3564E+16   1.6588E+17   3.1892E+17   4.6760E+17   5.3715E+17   5.8763E+17   6.4155E+17   7.1421E+17   7.6699E+17   8.5201E+17   9.3069E+17   1.0028E+18   1.0692E+18   1.1438E+18   1.1762E+18   1.2271E+18   1.2627E+18   1.3299E+18   1.4017E+18   1.3707E+18
    1.5792E-03   1.0167E+17   1.7889E+17   3.4648E+17   5.1124E+17   5.8817E+17   6.4381E+17   7.0317E+17   7.8298E+17   8.4082E+17   9.3423E+17   1.0204E+18   1.0996E+18   1.1726E+18   1.2540E+18   1.2902E+18   1.3453E+18   1.3846E+18   1.4579E+18   1.5369E+18   1.5032E+18
    1.6539E-03   1.1038E+17   1.9271E+17   3.7616E+17   5.5882E+17   6.4399E+17   7.0532E+17   7.7070E+17   8.5836E+17   9.2175E+17   1.0244E+18   1.1188E+18   1.2057E+18   1.2861E+18   1.3749E+18   1.4154E+18   1.4750E+18   1.5185E+18   1.5985E+18   1.6857E+18   1.6489E+18
    1.7321E-03   1.1988E+17   2.0763E+17   4.0826E+17   6.1073E+17   7.0505E+17   7.7264E+17   8.4469E+17   9.4096E+17   1.0104E+18   1.1233E+18   1.2266E+18   1.3220E+18   1.4106E+18   1.5075E+18   1.5527E+18   1.6173E+18   1.6654E+18   1.7526E+18   1.8487E+18   1.8086E+18
    1.8140E-03   1.3023E+17   2.2374E+17   4.4295E+17   6.6735E+17   7.7184E+17   8.4632E+17   9.2574E+17   1.0314E+18   1.1076E+18   1.2317E+18   1.3449E+18   1.4495E+18   1.5472E+18   1.6528E+18   1.7034E+18   1.7732E+18   1.8264E+18   1.9216E+18   2.0274E+18   1.9839E+18
    1.8998E-03   1.4150E+17   2.4113E+17   4.8044E+17   7.2908E+17   8.4487E+17   9.2694E+17   1.0145E+18   1.1306E+18   1.2140E+18   1.3506E+18   1.4744E+18   1.5892E+18   1.6970E+18   1.8122E+18   1.8686E+18   1.9442E+18   2.0030E+18   2.1068E+18   2.2234E+18   2.1761E+18
    1.9897E-03   1.5379E+17   2.5993E+17   5.2092E+17   7.9637E+17   9.2471E+17   1.0151E+18   1.1118E+18   1.2392E+18   1.3305E+18   1.4810E+18   1.6165E+18   1.7423E+18   1.8613E+18   1.9870E+18   2.0498E+18   2.1317E+18   2.1967E+18   2.3099E+18   2.4382E+18   2.3869E+18
    2.0838E-03   1.6719E+17   2.8024E+17   5.6463E+17   8.6970E+17   1.0120E+18   1.1116E+18   1.2182E+18   1.3582E+18   1.4582E+18   1.6239E+18   1.7722E+18   1.9102E+18   2.0416E+18   2.1786E+18   2.2486E+18   2.3373E+18   2.4092E+18   2.5326E+18   2.6738E+18   2.6182E+18
    2.1823E-03   1.8181E+17   3.0223E+17   6.1182E+17   9.4961E+17   1.1073E+18   1.2171E+18   1.3349E+18   1.4885E+18   1.5981E+18   1.7806E+18   1.9428E+18   2.0941E+18   2.2392E+18   2.3886E+18   2.4666E+18   2.5628E+18   2.6422E+18   2.7767E+18   2.9320E+18   2.8717E+18
    2.2855E-03   1.9773E+17   3.2599E+17   6.6268E+17   1.0366E+18   1.2115E+18   1.3325E+18   1.4625E+18   1.6312E+18   1.7513E+18   1.9524E+18   2.1299E+18   2.2957E+18   2.4560E+18   2.6190E+18   2.7057E+18   2.8100E+18   2.8978E+18   3.0444E+18   3.2151E+18   3.1500E+18
    2.3936E-03   2.1509E+17   3.5170E+17   7.1751E+17   1.1314E+18   1.3253E+18   1.4586E+18   1.6023E+18   1.7875E+18   1.9191E+18   2.1408E+18   2.3350E+18   2.5167E+18   2.6937E+18   2.8715E+18   2.9679E+18   3.0810E+18   3.1781E+18   3.3379E+18   3.5254E+18   3.4552E+18
    2.5068E-03   2.3402E+17   3.7955E+17   7.7659E+17   1.2345E+18   1.4496E+18   1.5965E+18   1.7553E+18   1.9587E+18   2.1030E+18   2.3473E+18   2.5599E+18   2.7589E+18   2.9544E+18   3.1484E+18   3.2555E+18   3.3782E+18   3.4855E+18   3.6596E+18   3.8656E+18   3.7899E+18
    2.6253E-03   2.5465E+17   4.0972E+17   8.4022E+17   1.3468E+18   1.5852E+18   1.7472E+18   1.9227E+18   2.1462E+18   2.3044E+18   2.5737E+18   2.8064E+18   3.0244E+18   3.2402E+18   3.4519E+18   3.5709E+18   3.7040E+18   3.8226E+18   4.0124E+18   4.2385E+18   4.1572E+18
    2.7495E-03   2.7715E+17   4.4242E+17   9.0873E+17   1.4689E+18   1.7332E+18   1.9119E+18   2.1059E+18   2.3514E+18   2.5250E+18   2.8219E+18   3.0766E+18   3.3155E+18   3.5536E+18   3.7847E+18   3.9168E+18   4.0613E+18   4.1923E+18   4.3992E+18   4.6472E+18   4.5599E+18
    2.8795E-03   3.0167E+17   4.7788E+17   9.8249E+17   1.6017E+18   1.8947E+18   2.0918E+18   2.3063E+18   2.5761E+18   2.7666E+18   3.0940E+18   3.3729E+18   3.6346E+18   3.8972E+18   4.1496E+18   4.2960E+18   4.4531E+18   4.5977E+18   4.8233E+18   5.0952E+18   5.0018E+18
    3.0157E-03   3.2842E+17   5.1635E+17   1.0619E+18   1.7461E+18   2.0709E+18   2.2884E+18   2.5256E+18   2.8221E+18   3.0313E+18   3.3923E+18   3.6977E+18   3.9843E+18   4.2738E+18   4.5495E+18   4.7118E+18   4.8827E+18   5.0423E+18   5.2882E+18   5.5864E+18   5.4864E+18
    3.1583E-03   3.5757E+17   5.5809E+17   1.1473E+18   1.9029E+18   2.2630E+18   2.5030E+18   2.7654E+18   3.0914E+18   3.3213E+18   3.7193E+18   4.0538E+18   4.3678E+18   4.6866E+18   4.9880E+18   5.1678E+18   5.3538E+18   5.5297E+18   5.7979E+18   6.1247E+18   6.0180E+18
    3.3076E-03   3.8936E+17   6.0341E+17   1.2392E+18   2.0733E+18   2.4724E+18   2.7375E+18   3.0277E+18   3.3863E+18   3.6390E+18   4.0778E+18   4.4444E+18   4.7883E+18   5.1393E+18   5.4690E+18   5.6681E+18   5.8708E+18   6.0648E+18   6.3574E+18   6.7159E+18   6.6021E+18
