1.969311E+01       2.861676E+19
1.894925E+01       5.998796E+19
1.823348E+01       8.467326E+19
1.754475E+01       1.451869E+20
1.688203E+01       1.960043E+20
1.624435E+01       2.981507E+20
1.563075E+01       5.153338E+20
1.504034E+01       6.057904E+20
1.447222E+01       8.550058E+20
1.392556E+01       1.282961E+21
1.339955E+01       1.767598E+21
1.289341E+01       2.256985E+21
1.240639E+01       2.994207E+21
1.193777E+01       4.082529E+21
1.148684E+01       4.987467E+21
1.105295E+01       6.515689E+21
1.063545E+01       7.965268E+21
1.023372E+01       9.831144E+21
9.847161E+00       1.216153E+22
9.475205E+00       1.417886E+22
9.117300E+00       1.719455E+22
8.772913E+00       2.022961E+22
8.441534E+00       2.309059E+22
8.122673E+00       2.708203E+22
7.815857E+00       3.074735E+22
7.520629E+00       3.470183E+22
7.236553E+00       3.889496E+22
6.963208E+00       4.252754E+22
6.700188E+00       4.669718E+22
6.447102E+00       5.071078E+22
6.203577E+00       5.525049E+22
5.969250E+00       5.876048E+22
5.743774E+00       6.239171E+22
5.526815E+00       6.538415E+22
5.318051E+00       6.936688E+22
5.117173E+00       7.145130E+22
4.923883E+00       7.454993E+22
4.737894E+00       7.756248E+22
4.558930E+00       7.906342E+22
4.386726E+00       8.070631E+22
4.221026E+00       8.278651E+22
4.061586E+00       8.303588E+22
3.908168E+00       8.434142E+22
3.760545E+00       8.543682E+22
3.618499E+00       8.583946E+22
3.481818E+00       8.543791E+22
3.350299E+00       8.437942E+22
3.223749E+00       8.501642E+22
3.101979E+00       8.448765E+22
1.969311E+01       2.997896E+19
1.894925E+01       5.888455E+19
1.823348E+01       8.390353E+19
1.754475E+01       1.403094E+20
1.688203E+01       1.882607E+20
1.624435E+01       3.005790E+20
1.563075E+01       5.072317E+20
1.504034E+01       6.146912E+20
1.447222E+01       8.653382E+20
1.392556E+01       1.292658E+21
1.339955E+01       1.770180E+21
1.289341E+01       2.263258E+21
1.240639E+01       2.978834E+21
1.193777E+01       4.103898E+21
1.148684E+01       4.975749E+21
1.105295E+01       6.495877E+21
1.063545E+01       7.962824E+21
1.023372E+01       9.793673E+21
9.847161E+00       1.220609E+22
9.475205E+00       1.417803E+22
9.117300E+00       1.719355E+22
8.772913E+00       2.024073E+22
8.441534E+00       2.313252E+22
8.122673E+00       2.708388E+22
7.815857E+00       3.082892E+22
7.520629E+00       3.468625E+22
7.236553E+00       3.888660E+22
6.963208E+00       4.255892E+22
6.700188E+00       4.665509E+22
6.447102E+00       5.070208E+22
6.203577E+00       5.519309E+22
5.969250E+00       5.873879E+22
5.743774E+00       6.239577E+22
5.526815E+00       6.532634E+22
5.318051E+00       6.929044E+22
5.117173E+00       7.146348E+22
4.923883E+00       7.456472E+22
4.737894E+00       7.758815E+22
4.558930E+00       7.899988E+22
4.386726E+00       8.072394E+22
4.221026E+00       8.272841E+22
4.061586E+00       8.304183E+22
3.908168E+00       8.449221E+22
3.760545E+00       8.564695E+22
3.618499E+00       8.582372E+22
3.481818E+00       8.542565E+22
3.350299E+00       8.441634E+22
3.223749E+00       8.493460E+22
3.101979E+00       8.450491E+22
1.969311E+01       2.491092E+19
1.894925E+01       5.611559E+19
1.823348E+01       8.659512E+19
1.754475E+01       1.401292E+20
1.688203E+01       1.837101E+20
1.624435E+01       2.973253E+20
1.563075E+01       5.049534E+20
1.504034E+01       6.090386E+20
1.447222E+01       8.607802E+20
1.392556E+01       1.290324E+21
1.339955E+01       1.750761E+21
1.289341E+01       2.269356E+21
1.240639E+01       2.998417E+21
1.193777E+01       4.107735E+21
1.148684E+01       5.001963E+21
1.105295E+01       6.476151E+21
1.063545E+01       7.996291E+21
1.023372E+01       9.833008E+21
9.847161E+00       1.222890E+22
9.475205E+00       1.424749E+22
9.117300E+00       1.719604E+22
8.772913E+00       2.027859E+22
8.441534E+00       2.314424E+22
8.122673E+00       2.701731E+22
7.815857E+00       3.074399E+22
7.520629E+00       3.465967E+22
7.236553E+00       3.894224E+22
6.963208E+00       4.252344E+22
6.700188E+00       4.669460E+22
6.447102E+00       5.068074E+22
6.203577E+00       5.520778E+22
5.969250E+00       5.875935E+22
5.743774E+00       6.243997E+22
5.526815E+00       6.532162E+22
5.318051E+00       6.928070E+22
5.117173E+00       7.144479E+22
4.923883E+00       7.454463E+22
4.737894E+00       7.758982E+22
4.558930E+00       7.904514E+22
4.386726E+00       8.073540E+22
4.221026E+00       8.279710E+22
4.061586E+00       8.306830E+22
3.908168E+00       8.449374E+22
3.760545E+00       8.589683E+22
3.618499E+00       8.582611E+22
3.481818E+00       8.519840E+22
3.350299E+00       8.468088E+22
3.223749E+00       8.488063E+22
3.101979E+00       8.432038E+22
