3.086200E+00       6.249600E+23
3.232100E+00       6.586900E+23
3.384900E+00       6.943000E+23
3.545000E+00       7.318500E+23
3.712700E+00       7.713800E+23
3.888200E+00       8.129000E+23
4.072100E+00       8.563900E+23
4.264700E+00       9.018200E+23
4.466400E+00       9.490900E+23
4.677600E+00       9.980900E+23
4.898800E+00       1.048600E+24
5.130400E+00       1.100500E+24
5.373000E+00       1.153400E+24
5.627100E+00       1.207000E+24
5.893200E+00       1.260800E+24
6.171900E+00       1.314400E+24
6.463800E+00       1.367300E+24
6.769500E+00       1.418700E+24
7.089600E+00       1.468100E+24
7.424900E+00       1.514600E+24
7.776000E+00       1.557400E+24
8.143700E+00       1.595800E+24
8.528800E+00       1.628700E+24
8.932200E+00       1.655500E+24
9.354600E+00       1.675000E+24
9.796900E+00       1.686700E+24
1.026000E+01       1.689500E+24
1.074500E+01       1.683100E+24
1.125400E+01       1.666700E+24
1.178600E+01       1.640200E+24
1.234300E+01       1.603400E+24
1.292700E+01       1.556300E+24
1.353800E+01       1.499400E+24
1.417800E+01       1.433100E+24
1.484900E+01       1.358200E+24
1.555100E+01       1.276000E+24
1.628600E+01       1.187500E+24
1.705700E+01       1.094300E+24
1.786300E+01       9.979400E+23
1.870800E+01       9.001400E+23
1.959300E+01       8.025900E+23
