1.000000e-02 3.187226e+19
1.039256e-02 3.435732e+19
1.080052e-02 3.702190e+19
1.122451e-02 3.988887e+19
1.166513e-02 4.297047e+19
1.212305e-02 4.628631e+19
1.259895e-02 4.985992e+19
1.309353e-02 5.371077e+19
1.360753e-02 5.785886e+19
1.414170e-02 6.232369e+19
1.469684e-02 6.713170e+19
1.527378e-02 7.230579e+19
1.587336e-02 7.787189e+19
1.649648e-02 8.385649e+19
1.714406e-02 9.028918e+19
1.781706e-02 9.719831e+19
1.851648e-02 1.046245e+20
1.924336e-02 1.126033e+20
1.999877e-02 1.211786e+20
2.078384e-02 1.303983e+20
2.159972e-02 1.403100e+20
2.244763e-02 1.509705e+20
2.332883e-02 1.624331e+20
2.424462e-02 1.747602e+20
2.519636e-02 1.879969e+20
2.618546e-02 2.022186e+20
2.721339e-02 2.174935e+20
2.828167e-02 2.338681e+20
2.939188e-02 2.514521e+20
3.054568e-02 2.702819e+20
3.174477e-02 2.905035e+20
3.299094e-02 3.121761e+20
3.428602e-02 3.354403e+20
3.563194e-02 3.603887e+20
3.703070e-02 3.872251e+20
3.848436e-02 4.160348e+20
3.999509e-02 4.469680e+20
4.156512e-02 4.800387e+20
4.319679e-02 5.154840e+20
4.489251e-02 5.535790e+20
4.665480e-02 5.944533e+20
4.848626e-02 6.381921e+20
5.038963e-02 6.850310e+20
5.236771e-02 7.352082e+20
5.442344e-02 7.889540e+20
5.655986e-02 8.465357e+20
5.878016e-02 9.083911e+20
6.108762e-02 9.742717e+20
6.348565e-02 1.044943e+21
6.597782e-02 1.120819e+21
6.856783e-02 1.202092e+21
7.125951e-02 1.289184e+21
7.405685e-02 1.382430e+21
7.696400e-02 1.482267e+21
7.998528e-02 1.589120e+21
8.312515e-02 1.703438e+21
8.638828e-02 1.825731e+21
8.977952e-02 1.956643e+21
9.330387e-02 2.096698e+21
9.696658e-02 2.246513e+21
1.007731e-01 2.406924e+21
1.047290e-01 2.578633e+21
1.088402e-01 2.762770e+21
1.131128e-01 2.959270e+21
1.175531e-01 3.169934e+21
1.221677e-01 3.394842e+21
1.269635e-01 3.635539e+21
1.319476e-01 3.892851e+21
1.371272e-01 4.167879e+21
1.425103e-01 4.462041e+21
1.481046e-01 4.776375e+21
1.539185e-01 5.112370e+21
1.599607e-01 5.471825e+21
1.662401e-01 5.855211e+21
1.727660e-01 6.265327e+21
1.795480e-01 6.703718e+21
1.865963e-01 7.173361e+21
1.939213e-01 7.670582e+21
2.015338e-01 8.203342e+21
2.094451e-01 8.771371e+21
2.176670e-01 9.377817e+21
2.262117e-01 1.002424e+22
2.350918e-01 1.071365e+22
2.443205e-01 1.144854e+22
2.539114e-01 1.223158e+22
2.638789e-01 1.306544e+22
2.742377e-01 1.395246e+22
2.850031e-01 1.489685e+22
2.961910e-01 1.590108e+22
3.078182e-01 1.696953e+22
3.199018e-01 1.810460e+22
3.324598e-01 1.931066e+22
3.455107e-01 2.059287e+22
3.590740e-01 2.196176e+22
3.731697e-01 2.339305e+22
3.878187e-01 2.491627e+22
4.030428e-01 2.653256e+22
4.188645e-01 2.824748e+22
4.353073e-01 3.006429e+22
4.523956e-01 3.197790e+22
4.701547e-01 3.399132e+22
4.886110e-01 3.611884e+22
5.077917e-01 3.835562e+22
5.277255e-01 4.071695e+22
5.484417e-01 4.320569e+22
5.699711e-01 4.582468e+22
5.923457e-01 4.858056e+22
6.155986e-01 5.147771e+22
6.397644e-01 5.452839e+22
6.648788e-01 5.767127e+22
6.909791e-01 6.097960e+22
7.181039e-01 6.444980e+22
7.462936e-01 6.809660e+22
7.755898e-01 7.186379e+22
8.060361e-01 7.580619e+22
8.376776e-01 7.990863e+22
8.705612e-01 8.417721e+22
9.047357e-01 8.860658e+22
9.402518e-01 9.320323e+22
9.771620e-01 9.796988e+22
1.015521e+00 1.029061e+23
1.055386e+00 1.079869e+23
1.096816e+00 1.132425e+23
1.139872e+00 1.186739e+23
1.184619e+00 1.242945e+23
1.231122e+00 1.300322e+23
1.279450e+00 1.358633e+23
1.329676e+00 1.419826e+23
1.381873e+00 1.481875e+23
1.436120e+00 1.545452e+23
1.492496e+00 1.610474e+23
1.551084e+00 1.677036e+23
1.611973e+00 1.745447e+23
1.675252e+00 1.815709e+23
1.741016e+00 1.887584e+23
1.809360e+00 1.960705e+23
1.880388e+00 2.035703e+23
1.954204e+00 2.112272e+23
2.030918e+00 2.190061e+23
2.110643e+00 2.269321e+23
2.193497e+00 2.350216e+23
2.279605e+00 2.432822e+23
2.369092e+00 2.517170e+23
2.462092e+00 2.602874e+23
2.558743e+00 2.689890e+23
2.659189e+00 2.778379e+23
2.763577e+00 2.868032e+23
2.872063e+00 2.958963e+23
2.984808e+00 3.051251e+23
3.101979e+00 3.144713e+23
